LOCATION,STATE,FILTER,fips,COMFIRMED_COMFIRMED,DEATH,ADDED,RECOVERED,geoid,CONCA,Pop,HospitalBeds
Scotland,North Carolina,,37165,3,0,0,0,37165,Scotland North Carolina,36157,104
Scott,Arkansas,,5127,1,0,0,0,5127,Scott Arkansas,11233,0
Scott,Indiana,,18143,11,2,3,0,18143,Scott Indiana,24181,25
Scott,Iowa,,19163,77,1,11,0,19163,Scott Iowa,165224,1193
Scott,Kansas,,20171,1,0,0,0,20171,Scott Kansas,4936,25
Scott,Kentucky,,21209,14,0,0,0,21209,Scott Kentucky,47173,75
Scott,Minnesota,,27139,17,1,1,0,27139,Scott Minnesota,129928,142
Scott,Mississippi,,28123,34,0,2,0,28123,Scott Mississippi,28264,60
Scott,Missouri,,29201,11,0,1,0,29201,Scott Missouri,39191,144
Scott,Tennessee,,47151,5,0,1,0,47151,Scott Tennessee,22228,25
Scott,Virginia,,51169,0,0,0,0,51169,Scott Virginia,23177,0
Scotts Bluff,Nebraska,,31157,10,0,4,0,31157,Scotts Bluff Nebraska,36970,166
Screven,Georgia,,13251,4,0,1,0,13251,Screven Georgia,14593,25
Searcy,Arkansas,,5129,6,0,0,0,5129,Searcy Arkansas,8195,0
Sebastian,Arkansas,,5131,9,0,1,0,5131,Sebastian Arkansas,125744,1050
Sedgwick,Kansas,,20173,154,1,20,0,20173,Sedgwick Kansas,498365,1140
Seminole,Florida,,12117,216,1,14,0,12117,Seminole Florida,422718,965
Seminole,Georgia,,13253,13,0,1,0,13253,Seminole Georgia,8729,65
Seminole,Oklahoma,,40133,4,1,1,0,40133,Seminole Oklahoma,25482,32
Seneca,New York,,36099,12,0,2,0,36099,Seneca New York,35251,0
Seneca,Ohio,,39147,6,1,0,0,39147,Seneca Ohio,56745,120
Sequatchie,Tennessee,,47153,1,0,-1,0,47153,Sequatchie Tennessee,14112,0
Sequoyah,Oklahoma,,40135,10,1,0,0,40135,Sequoyah Oklahoma,42391,26
Sevier,Arkansas,,5133,6,0,0,0,5133,Sevier Arkansas,17058,35
Sevier,Tennessee,,47155,19,0,1,0,47155,Sevier Tennessee,89889,79
Seward,Kansas,,20175,3,0,2,0,20175,Seward Kansas,22952,101
Seward,Nebraska,,31159,1,0,0,0,31159,Seward Nebraska,16750,24
Sharkey,Mississippi,,28125,3,0,0,0,28125,Sharkey Mississippi,4916,29
Sharp,Arkansas,,5135,1,0,0,0,5135,Sharp Arkansas,17264,0
Shasta,California,,6089,23,3,2,0,6089,Shasta California,177223,748
Shawano,Wisconsin,,55115,3,0,0,0,55115,Shawano Wisconsin,41949,25
Shawnee,Kansas,,20177,50,3,3,0,20177,Shawnee Kansas,177934,768
Sheboygan,Wisconsin,,55117,32,2,2,0,55117,Sheboygan Wisconsin,115507,370
Shelby,Alabama,,1117,159,5,1,0,1117,Shelby Alabama,195085,349
Shelby,Illinois,,17173,3,0,3,0,17173,Shelby Illinois,22363,30
Shelby,Indiana,,18145,56,1,5,0,18145,Shelby Indiana,44436,0
Shelby,Iowa,,19165,6,0,0,0,19165,Shelby Iowa,12167,25
Shelby,Kentucky,,21211,8,0,0,0,21211,Shelby Kentucky,42074,70
Shelby,Missouri,,29205,1,0,0,0,29205,Shelby Missouri,6373,0
Shelby,Ohio,,39149,19,0,1,0,39149,Shelby Ohio,49423,90
Shelby,Tennessee,,47157,912,17,77,0,47157,Shelby Tennessee,927644,4876
Shelby,Texas,,48419,17,0,4,0,48419,Shelby Texas,25448,0
Shenandoah,Virginia,,51171,13,0,0,0,51171,Shenandoah Virginia,41993,25
Sherburne,Minnesota,,27141,10,0,0,0,27141,Sherburne Minnesota,88499,54
Sheridan,Wyoming,,56033,12,0,0,0,56033,Sheridan Wyoming,29116,88
Sherman,Oregon,,41055,1,0,0,0,41055,Sherman Oregon,1765,0
Shiawassee,Michigan,,26155,27,0,3,0,26155,Shiawassee Michigan,70648,107
Sibley,Minnesota,,27143,1,0,0,0,27143,Sibley Minnesota,15226,20
Silver Bow,Montana,,30093,11,0,0,0,30093,Silver Bow Montana,34200,206
Simpson,Kentucky,,21213,13,1,0,0,21213,Simpson Kentucky,17327,25
Simpson,Mississippi,,28127,6,0,-1,0,28127,Simpson Mississippi,27503,99
Sioux,Iowa,,19167,7,0,0,0,19167,Sioux Iowa,33704,96
Sioux,North Dakota,,38085,1,0,0,0,38085,Sioux North Dakota,4153,0
Siskiyou,California,,6093,4,0,0,0,6093,Siskiyou California,44900,61
Skagit,Washington,,53057,169,5,3,0,53057,Skagit Washington,116901,205
Skamania,Washington,,53059,2,0,0,0,53059,Skamania Washington,11066,0
Slope,North Dakota,,38087,3,0,0,0,38087,Slope North Dakota,727,0
Smith,Mississippi,,28129,15,0,4,0,28129,Smith Mississippi,16491,29
Smith,Tennessee,,47159,3,0,0,0,47159,Smith Tennessee,19166,35
Smith,Texas,,48423,79,2,4,0,48423,Smith Texas,209714,1337
Smyth,Virginia,,51173,5,0,2,0,51173,Smyth Virginia,32208,223
Snohomish,Washington,,53061,1695,63,36,0,53061,Snohomish Washington,713335,786
Snyder,Pennsylvania,,42109,9,1,0,0,42109,Snyder Pennsylvania,39702,0
Socorro,New Mexico,,35053,7,0,0,0,35053,Socorro New Mexico,17866,24
Solano,California,,6095,99,2,11,0,6095,Solano California,413344,749
Somerset,Maine,,23025,5,0,1,0,23025,Somerset Maine,52228,50
Somerset,Maryland,,24039,4,0,0,0,24039,Somerset Maryland,26470,89
Somerset,New Jersey,,34035,1160,46,127,0,34035,Somerset New Jersey,323444,759
Somerset,Pennsylvania,,42111,7,0,0,0,42111,Somerset Pennsylvania,77742,224
Sonoma,California,,6097,120,1,9,0,6097,Sonoma California,483878,1956
Southampton,Virginia,,51175,5,0,0,0,51175,Southampton Virginia,18570,0
Southeast Fairbanks,Alaska,,2240,1,0,0,0,2240,Southeast Fairbanks Alaska,7029,0
Spalding,Georgia,,13255,56,4,6,0,13255,Spalding Georgia,64073,160
Spartanburg,South Carolina,,45083,120,1,0,0,45083,Spartanburg South Carolina,284307,943
Spencer,Indiana,,18147,1,0,0,0,18147,Spencer Indiana,20952,0
Spencer,Kentucky,,21215,2,0,0,0,21215,Spencer Kentucky,17061,0
Spink,South Dakota,,46115,3,0,0,0,46115,Spink South Dakota,6415,25
Spokane,Washington,,53063,239,13,17,0,53063,Spokane Washington,471221,1847
Spotsylvania,Virginia,,51177,31,0,2,0,51177,Spotsylvania Virginia,122397,100
St. Bernard,Louisiana,,22087,304,10,15,0,22087,St. Bernard Louisiana,35897,0
St. Charles,Louisiana,,22089,328,19,18,0,22089,St. Charles Louisiana,52780,59
St. Charles,Missouri,,29183,271,9,34,0,29183,St. Charles Missouri,360485,852
St. Clair,Alabama,,1115,30,0,0,0,1115,St. Clair Alabama,83593,40
St. Clair,Illinois,,17163,127,3,35,0,17163,St. Clair Illinois,270056,818
St. Clair,Michigan,,26147,140,3,11,0,26147,St. Clair Michigan,163040,398
St. Croix,Wisconsin,,55109,7,0,0,0,55109,St. Croix Wisconsin,84345,125
St. Francis,Arkansas,,5123,29,0,2,0,5123,St. Francis Arkansas,28258,118
St. Francois,Missouri,,29187,19,1,0,0,29187,St. Francois Missouri,65359,133
St. Helena,Louisiana,,22091,10,0,0,0,22091,St. Helena Louisiana,11203,25
St. James,Louisiana,,22093,181,7,5,0,22093,St. James Louisiana,22102,20
St. John the Baptist,Louisiana,,22095,432,35,17,0,22095,St. John the Baptist Louisiana,45924,0
St. Johns,Florida,,12109,154,2,3,0,12109,St. Johns Florida,190039,335
St. Joseph,Indiana,,18141,142,1,13,0,18141,St. Joseph Indiana,266931,811
St. Joseph,Michigan,,26149,16,0,2,0,26149,St. Joseph Michigan,61295,144
St. Landry,Louisiana,,22097,86,4,26,0,22097,St. Landry Louisiana,83384,360
St. Lawrence,New York,,36089,78,0,17,0,36089,St. Lawrence New York,111944,319
St. Louis,Minnesota,,27137,28,0,11,0,27137,St. Louis Minnesota,200226,1125
St. Louis,Missouri,,29189,1203,24,0,0,29189,St. Louis Missouri,998954,4820
St. Louis City,Missouri,,29510,476,12,36,0,29510,St. Louis City Missouri,319294,3809
St. Lucie,Florida,,12111,130,6,12,0,12111,St. Lucie Florida,277789,836
St. Martin,Louisiana,,22099,112,4,11,0,22099,St. Martin Louisiana,52160,25
St. Mary,Louisiana,,22101,81,0,5,0,22101,St. Mary Louisiana,54650,187
St. Mary's,Maryland,,24037,62,0,16,0,24037,St. Mary's Maryland,105151,95
St. Tammany,Louisiana,,22103,733,18,33,0,22103,St. Tammany Louisiana,233740,946
Stafford,Kansas,,20185,1,0,0,0,20185,Stafford Kansas,4437,25
Stafford,Virginia,,51179,48,0,-1,0,51179,Stafford Virginia,128961,100
Stanislaus,California,,6099,90,0,9,0,6099,Stanislaus California,514453,1584
Stanly,North Carolina,,37167,8,0,0,0,37167,Stanly North Carolina,60585,109
Stanton,Nebraska,,31167,1,0,0,0,31167,Stanton Nebraska,6129,0
Stark,Illinois,,17175,1,0,1,0,17175,Stark Illinois,5994,0
Stark,North Dakota,,38089,28,0,3,0,38089,Stark North Dakota,24199,25
Stark,Ohio,,39151,114,7,4,0,39151,Stark Ohio,375586,1740
Starke,Indiana,,18149,6,0,1,0,18149,Starke Indiana,23363,53
Starr,Texas,,48427,7,0,0,0,48427,Starr Texas,60968,48
Staunton,Virginia,,51790,1,0,0,0,51790,Staunton Virginia,23746,0
Ste. Genevieve,Missouri,,29186,6,1,0,0,29186,Ste. Genevieve Missouri,18145,47
Stearns,Minnesota,,27145,7,0,1,0,27145,Stearns Minnesota,150642,571
Steele,Minnesota,,27147,8,0,0,0,27147,Steele Minnesota,36576,43
Stephens,Georgia,,13257,15,0,4,0,13257,Stephens Georgia,26175,96
Stephens,Oklahoma,,40137,11,1,0,0,40137,Stephens Oklahoma,45048,138
Stephenson,Illinois,,17177,6,0,1,0,17177,Stephenson Illinois,47711,100
Steuben,Indiana,,18151,10,1,1,0,18151,Steuben Indiana,34185,25
Steuben,New York,,36101,87,6,12,0,36101,Steuben New York,98990,115
Stevens,Kansas,,20189,1,0,0,0,20189,Stevens Kansas,5724,100
Stevens,Washington,,53065,5,0,0,0,53065,Stevens Washington,43531,90
Stewart,Georgia,,13259,4,0,1,0,13259,Stewart Georgia,6058,0
Stewart,Tennessee,,47161,2,0,0,0,47161,Stewart Tennessee,13324,0
Stoddard,Missouri,,29207,8,0,0,0,29207,Stoddard Missouri,29968,48
Stokes,North Carolina,,37169,8,0,0,0,37169,Stokes North Carolina,47401,93
Stone,Arkansas,,5137,5,0,0,0,5137,Stone Arkansas,12394,25
Stone,Mississippi,,28131,4,0,1,0,28131,Stone Mississippi,17786,25
Stone,Missouri,,29209,3,0,0,0,29209,Stone Missouri,32202,0
Story,Iowa,,19169,6,0,0,0,19169,Story Iowa,89542,254
Strafford,New Hampshire,,33017,46,0,0,0,33017,Strafford New Hampshire,123143,290
Stutsman,North Dakota,,38093,1,0,1,0,38093,Stutsman North Dakota,21100,165
Sublette,Wyoming,,56035,1,0,0,0,56035,Sublette Wyoming,10247,0
Suffolk,Massachusetts,,25025,3600,48,355,0,25025,Suffolk Massachusetts,722023,6162
Suffolk,New York,,36103,17008,323,1447,0,36103,Suffolk New York,1493350,3583
Suffolk,Virginia,,51800,31,0,1,0,51800,Suffolk Virginia,84585,150
Sullivan,Indiana,,18153,4,0,1,0,18153,Sullivan Indiana,21475,25
Sullivan,New Hampshire,,33019,6,0,0,0,33019,Sullivan New Hampshire,43742,25
Sullivan,New York,,36105,296,7,26,0,36105,Sullivan New York,77547,169
Sullivan,Pennsylvania,,42113,1,0,0,0,42113,Sullivan Pennsylvania,6428,0
Sullivan,Tennessee,,47163,27,1,1,0,47163,Sullivan Tennessee,156823,1175
Summit,Colorado,,8117,56,0,3,0,8117,Summit Colorado,27994,34
Summit,Ohio,,39153,211,12,12,0,39153,Summit Ohio,541781,2819
Summit,Utah,,49043,273,0,8,0,49043,Summit Utah,36324,26
Sumner,Kansas,,20191,2,0,0,0,20191,Sumner Kansas,24132,76
Sumner,Tennessee,,47165,376,18,15,0,47165,Sumner Tennessee,160645,441
Sumter,Alabama,,1119,16,0,1,0,1119,Sumter Alabama,13763,33
Sumter,Florida,,12119,90,7,6,0,12119,Sumter Florida,93420,339
Sumter,Georgia,,13261,168,5,21,0,13261,Sumter Georgia,32819,76
Sumter,South Carolina,,45085,105,3,0,0,45085,Sumter South Carolina,107456,283
Sunflower,Mississippi,,28133,27,1,2,0,28133,Sunflower Mississippi,29450,140
Surry,North Carolina,,37171,10,0,0,0,37171,Surry North Carolina,73673,226
Surry,Virginia,,51181,3,0,0,0,51181,Surry Virginia,7058,0
Susquehanna,Pennsylvania,,42115,14,0,3,0,42115,Susquehanna Pennsylvania,43356,83
Sussex,Delaware,,10005,279,3,69,0,10005,Sussex Delaware,197145,476
Sussex,New Jersey,,34037,357,21,26,0,34037,Sussex New Jersey,149265,146
Sussex,Virginia,,51183,6,0,1,0,51183,Sussex Virginia,12087,0
Sutter,California,,6101,19,2,3,0,6101,Sutter California,94737,92
Suwannee,Florida,,12121,46,0,14,0,12121,Suwannee Florida,41551,15
Swain,North Carolina,,37173,1,0,0,0,37173,Swain North Carolina,13981,76
Sweetwater,Wyoming,,56037,6,0,1,0,56037,Sweetwater Wyoming,43806,115
Swift,Minnesota,,27151,1,0,0,0,27151,Swift Minnesota,9783,46
Swisher,Texas,,48437,2,0,0,0,48437,Swisher Texas,7854,20
Switzerland,Indiana,,18155,11,0,0,0,18155,Switzerland Indiana,10613,0
Talbot,Georgia,,13263,8,1,2,0,13263,Talbot Georgia,6865,0
Talbot,Maryland,,24041,10,1,2,0,24041,Talbot Maryland,37782,132
Talladega,Alabama,,1121,22,0,2,0,1121,Talladega Alabama,82291,285
Tallahatchie,Mississippi,,28135,3,0,0,0,28135,Tallahatchie Mississippi,15378,18
Tallapoosa,Alabama,,1123,35,1,2,0,1123,Tallapoosa Alabama,41616,127
Tama,Iowa,,19171,46,2,4,0,19171,Tama Iowa,17767,0
Taney,Missouri,,29213,7,1,0,0,29213,Taney Missouri,51675,157
Tangipahoa,Louisiana,,22105,269,4,31,0,22105,Tangipahoa Louisiana,121097,404
Taos,New Mexico,,35055,14,0,0,0,35055,Taos New Mexico,32937,29
Tarrant,Texas,,48439,588,19,71,0,48439,Tarrant Texas,1809034,6810
Tate,Mississippi,,28137,18,0,0,0,28137,Tate Mississippi,28886,76
Tattnall,Georgia,,13267,3,0,0,0,13267,Tattnall Georgia,25520,25
Taylor,Florida,,12123,1,0,0,0,12123,Taylor Florida,22570,48
Taylor,Georgia,,13269,5,2,0,0,13269,Taylor Georgia,8906,0
Taylor,Iowa,,19173,1,0,0,0,19173,Taylor Iowa,6317,0
Taylor,Kentucky,,21217,2,0,0,0,21217,Taylor Kentucky,24512,90
Taylor,Texas,,48441,38,1,0,0,48441,Taylor Texas,131506,921
Taylor,West Virginia,,54091,3,0,0,0,54091,Taylor West Virginia,16895,101
Tazewell,Illinois,,17179,17,2,3,0,17179,Tazewell Illinois,135394,150
Tazewell,Virginia,,51185,4,0,0,0,51185,Tazewell Virginia,45078,231
Tehama,California,,6103,1,0,0,0,6103,Tehama California,63463,76
Telfair,Georgia,,13271,4,0,0,0,13271,Telfair Georgia,16500,0
Teller,Colorado,,8119,12,1,0,0,8119,Teller Colorado,23350,15
Terrebonne,Louisiana,,22109,209,14,15,0,22109,Terrebonne Louisiana,111860,367
Terrell,Georgia,,13273,93,9,6,0,13273,Terrell Georgia,9315,0
Terry,Texas,,48445,6,0,0,0,48445,Terry Texas,12651,45
Teton,Idaho,,16081,5,0,0,0,16081,Teton Idaho,10170,13
Teton,Wyoming,,56039,44,0,3,0,56039,Teton Wyoming,21294,48
Texas,Missouri,,29215,0,0,0,0,29215,Texas Missouri,26008,66
Texas,Oklahoma,,40139,3,0,0,0,40139,Texas Oklahoma,20640,47
Thomas,Georgia,,13275,43,2,6,0,13275,Thomas Georgia,44720,264
Thurston,Washington,,53067,74,1,0,0,53067,Thurston Washington,252264,474
Tift,Georgia,,13277,47,1,4,0,13277,Tift Georgia,40118,191
Tillamook,Oregon,,41057,3,0,0,0,41057,Tillamook Oregon,25250,25
Tillman,Oklahoma,,40141,1,0,0,0,40141,Tillman Oklahoma,7992,0
Tioga,New York,,36107,15,0,7,0,36107,Tioga New York,51125,0
Tioga,Pennsylvania,,42117,10,0,0,0,42117,Tioga Pennsylvania,41981,83
Tippah,Mississippi,,28139,37,4,1,0,28139,Tippah Mississippi,22232,25
Tippecanoe,Indiana,,18157,38,1,2,0,18157,Tippecanoe Indiana,172780,783
Tipton,Indiana,,18159,9,0,1,0,18159,Tipton Indiana,15936,25
Tipton,Tennessee,,47167,38,0,0,0,47167,Tipton Tennessee,61081,100
Tishomingo,Mississippi,,28141,1,0,0,0,28141,Tishomingo Mississippi,19593,48
Titus,Texas,,48449,2,0,0,0,48449,Titus Texas,32334,164
Todd,South Dakota,,46121,1,0,0,0,46121,Todd South Dakota,9612,35
Tolland,Connecticut,,9013,111,13,0,0,9013,Tolland Connecticut,152691,174
Tom Green,Texas,,48451,25,0,1,0,48451,Tom Green Texas,110224,614
Tompkins,New York,,36109,105,0,2,0,36109,Tompkins New York,101564,212
Tooele,Utah,,49045,23,0,1,0,49045,Tooele Utah,58218,31
Toole,Montana,,30101,17,3,2,0,30101,Toole Montana,5324,25
Toombs,Georgia,,13279,8,1,0,0,13279,Toombs Georgia,27223,57
Torrance,New Mexico,,35057,7,0,0,0,35057,Torrance New Mexico,16383,0
Towns,Georgia,,13281,2,0,0,0,13281,Towns Georgia,10471,25
Transylvania,North Carolina,,37175,6,0,0,0,37175,Transylvania North Carolina,33090,94
Traverse,Minnesota,,27155,2,0,0,0,27155,Traverse Minnesota,3558,25
Travis,Texas,,48453,554,7,52,0,48453,Travis Texas,1024266,3821
Trempealeau,Wisconsin,,55121,1,0,0,0,55121,Trempealeau Wisconsin,28816,43
Treutlen,Georgia,,13283,1,0,0,0,13283,Treutlen Georgia,6885,0
Trinity,Texas,,48455,2,0,0,0,48455,Trinity Texas,14585,45
Troup,Georgia,,13285,48,3,2,0,13285,Troup Georgia,67044,276
Trousdale,Tennessee,,47169,14,1,0,0,47169,Trousdale Tennessee,7870,25
Trumbull,Ohio,,39155,126,8,16,0,39155,Trumbull Ohio,210312,1137
Tucker,West Virginia,,54093,3,0,0,0,54093,Tucker West Virginia,7141,0
Tulare,California,,6107,157,7,0,0,6107,Tulare California,442179,2086
Tulsa,Oklahoma,,40143,293,16,20,0,40143,Tulsa Oklahoma,603403,3732
Tunica,Mississippi,,28143,17,1,0,0,28143,Tunica Mississippi,10778,0
Tuolumne,California,,6109,1,0,-1,0,6109,Tuolumne California,55365,152
Turner,Georgia,,13287,20,0,4,0,13287,Turner Georgia,8930,0
Turner,South Dakota,,46125,5,0,1,0,46125,Turner South Dakota,8347,12
Tuscaloosa,Alabama,,1125,83,0,6,0,1125,Tuscaloosa Alabama,194656,933
Tuscarawas,Ohio,,39157,26,0,3,0,39157,Tuscarawas Ohio,92582,198
Tuscola,Michigan,,26157,27,2,1,0,26157,Tuscola Michigan,55729,50
Twiggs,Georgia,,13289,2,0,0,0,13289,Twiggs Georgia,9023,0
Twin Falls,Idaho,,16083,53,1,0,0,16083,Twin Falls Idaho,77230,253
Tyler,Texas,,48457,2,0,0,0,48457,Tyler Texas,21766,49
Tyler,West Virginia,,54095,1,0,0,0,54095,Tyler West Virginia,9208,12
Uinta,Wyoming,,56041,3,0,0,0,56041,Uinta Wyoming,21118,225
Uintah,Utah,,49047,4,0,2,0,49047,Uintah Utah,32588,39
Ulster,New York,,36111,462,7,64,0,36111,Ulster New York,182493,325
Umatilla,Oregon,,41059,8,0,0,0,41059,Umatilla Oregon,75889,455
Unassigned,Alaska,,90002,1,2,1,0,90002,Unassigned Alaska,#N/A,#N/A
Unassigned,Arizona,,90004,0,12,0,0,90004,Unassigned Arizona,#N/A,#N/A
Unassigned,Arkansas,,90005,44,12,0,0,90005,Unassigned Arkansas,#N/A,#N/A
Unassigned,California,,90006,167,2,125,0,90006,Unassigned California,#N/A,#N/A
Unassigned,Colorado,,90008,238,1,-14,0,90008,Unassigned Colorado,#N/A,#N/A
Unassigned,Connecticut,,90009,292,52,0,0,90009,Unassigned Connecticut,#N/A,#N/A
Unassigned,Delaware,,90010,0,3,0,0,90010,Unassigned Delaware,#N/A,#N/A
Unassigned,Florida,,90012,3,0,1,0,90012,Unassigned Florida,#N/A,#N/A
Unassigned,Georgia,,90013,857,6,368,0,90013,Unassigned Georgia,#N/A,#N/A
Unassigned,Hawaii,,90015,7,0,0,0,90015,Unassigned Hawaii,#N/A,#N/A
Unassigned,Idaho,,90016,0,0,0,0,90016,Unassigned Idaho,#N/A,#N/A
Unassigned,Illinois,,90017,73,1,1,0,90017,Unassigned Illinois,#N/A,#N/A
Unassigned,Indiana,,90018,0,0,0,0,90018,Unassigned Indiana,#N/A,#N/A
Unassigned,Iowa,,90019,0,1,0,0,90019,Unassigned Iowa,#N/A,#N/A
Unassigned,Kansas,,90020,0,0,0,0,90020,Unassigned Kansas,#N/A,#N/A
Unassigned,Kentucky,,90021,152,5,0,0,90021,Unassigned Kentucky,#N/A,#N/A
Unassigned,Louisiana,1,,49,2,42,0,,Unassigned Louisiana,#N/A,#N/A
Unassigned,Maine,,90023,8,0,-1,0,90023,Unassigned Maine,#N/A,#N/A
Unassigned,Maryland,,90024,0,0,0,0,90024,Unassigned Maryland,#N/A,#N/A
Unassigned,Massachusetts,,90025,223,13,-6,0,90025,Unassigned Massachusetts,#N/A,#N/A
Unassigned,Michigan,,90026,364,3,-45,0,90026,Unassigned Michigan,#N/A,#N/A
Unassigned,Minnesota,,90027,4,0,-2,0,90027,Unassigned Minnesota,#N/A,#N/A
Unassigned,Mississippi,,90028,0,0,0,0,90028,Unassigned Mississippi,#N/A,#N/A
Unassigned,Missouri,,90029,1,3,0,0,90029,Unassigned Missouri,#N/A,#N/A
Unassigned,Montana,,90030,0,0,0,0,90030,Unassigned Montana,#N/A,#N/A
Unassigned,Nebraska,,90031,0,1,-1,0,90031,Unassigned Nebraska,#N/A,#N/A
Unassigned,Nevada,,90032,0,0,-33,0,90032,Unassigned Nevada,#N/A,#N/A
Unassigned,New Hampshire,,90033,1,10,0,0,90033,Unassigned New Hampshire,#N/A,#N/A
Unassigned,New Jersey,,90034,1391,4,-816,0,90034,Unassigned New Jersey,#N/A,#N/A
Unassigned,New Mexico,,90035,0,0,0,0,90035,Unassigned New Mexico,#N/A,#N/A
Unassigned,New York,,90036,0,152,0,0,90036,Unassigned New York,#N/A,#N/A
Unassigned,North Dakota,,90038,0,0,0,0,90038,Unassigned North Dakota,#N/A,#N/A
Unassigned,Northern Mariana Islands,1,,5,1,-2,0,,Unassigned Northern Mariana Islands,#N/A,#N/A
Unassigned,Ohio,,90039,0,0,0,0,90039,Unassigned Ohio,#N/A,#N/A
Unassigned,Oklahoma,,90040,0,0,0,0,90040,Unassigned Oklahoma,#N/A,#N/A
Unassigned,Pennsylvania,,90042,0,0,0,0,90042,Unassigned Pennsylvania,#N/A,#N/A
Unassigned,Rhode Island,,90044,274,32,-79,0,90044,Unassigned Rhode Island,#N/A,#N/A
Unassigned,South Dakota,,90046,0,0,0,0,90046,Unassigned South Dakota,#N/A,#N/A
Unassigned,Tennessee,,90047,31,0,-28,0,90047,Unassigned Tennessee,#N/A,#N/A
Unassigned,Utah,,90049,0,0,0,0,90049,Unassigned Utah,#N/A,#N/A
Unassigned,Vermont,,90050,33,18,30,0,90050,Unassigned Vermont,#N/A,#N/A
Unassigned,Virginia,,90051,0,42,0,0,90051,Unassigned Virginia,#N/A,#N/A
Unassigned,Washington,,90053,915,0,238,0,90053,Unassigned Washington,#N/A,#N/A
Unassigned,West Virginia,,90054,21,0,21,0,90054,Unassigned West Virginia,#N/A,#N/A
Unassigned,Wisconsin,,90055,0,0,0,0,90055,Unassigned Wisconsin,#N/A,#N/A
Unassigned,Wyoming,1,,0,0,-7,0,,Unassigned Wyoming,#N/A,#N/A
Unicoi,Tennessee,,47171,1,0,0,0,47171,Unicoi Tennessee,18313,83
Union,Arkansas,,5139,13,0,0,0,5139,Union Arkansas,41639,166
Union,Florida,,12125,2,0,0,0,12125,Union Florida,15535,217
Union,Georgia,,13291,4,0,1,0,13291,Union Georgia,21356,45
Union,Indiana,,18161,5,0,2,0,18161,Union Indiana,7516,0
Union,Kentucky,,21225,2,0,0,0,21225,Union Kentucky,15007,25
Union,Louisiana,,22111,35,3,2,0,22111,Union Louisiana,22721,54
Union,Mississippi,,28145,6,0,0,0,28145,Union Mississippi,27134,153
Union,New Jersey,,34039,4831,125,463,0,34039,Union New Jersey,536499,1521
Union,North Carolina,,37179,87,0,4,0,37179,Union North Carolina,201292,227
Union,Ohio,,39159,8,0,0,0,39159,Union Ohio,52300,97
Union,Oregon,,41061,3,0,0,0,41061,Union Oregon,25748,25
Union,Pennsylvania,,42119,8,0,1,0,42119,Union Pennsylvania,44947,127
Union,South Carolina,,45087,15,0,0,0,45087,Union South Carolina,28961,143
Union,South Dakota,,46127,3,0,0,0,46127,Union South Dakota,14399,38
Union,Tennessee,,47173,2,0,1,0,47173,Union Tennessee,19109,0
Upshur,Texas,,48459,6,0,1,0,48459,Upshur Texas,39309,0
Upshur,West Virginia,,54097,1,0,0,0,54097,Upshur West Virginia,24254,51
Upson,Georgia,,13293,29,0,1,0,13293,Upson Georgia,27153,115
Utah,Utah,,49049,267,2,31,0,49049,Utah Utah,516564,1033
Uvalde,Texas,,48463,5,0,0,0,48463,Uvalde Texas,26405,25
Val Verde,Texas,,48465,7,0,1,0,48465,Val Verde Texas,48879,93
Valencia,New Mexico,,35061,7,0,0,0,35061,Valencia New Mexico,76569,0
Valley,Idaho,,16085,2,0,0,0,16085,Valley Idaho,9862,25
Van Buren,Arkansas,,5141,22,0,1,0,5141,Van Buren Arkansas,17295,25
Van Buren,Iowa,,19177,6,0,0,0,19177,Van Buren Iowa,7570,25
Van Buren,Michigan,,26159,18,1,1,0,26159,Van Buren Michigan,76258,84
Van Buren,Tennessee,,47175,0,0,0,0,47175,Van Buren Tennessee,5548,0
Van Wert,Ohio,,39161,2,0,0,0,39161,Van Wert Ohio,28744,195
Van Zandt,Texas,,48467,7,1,0,0,48467,Van Zandt Texas,52579,52
Vance,North Carolina,,37181,14,0,2,0,37181,Vance North Carolina,45422,102
Vanderburgh,Indiana,,18163,41,1,0,0,18163,Vanderburgh Indiana,179703,1266
Venango,Pennsylvania,,42121,5,0,0,0,42121,Venango Pennsylvania,54984,164
Ventura,California,,6111,263,7,20,0,6111,Ventura California,823318,1660
Vermilion,Illinois,,17183,5,0,0,0,17183,Vermilion Illinois,81625,447
Vermilion,Louisiana,,22113,22,1,3,0,22113,Vermilion Louisiana,57999,95
Vermillion,Indiana,,18165,2,0,0,0,18165,Vermillion Indiana,16212,25
Vernon,Louisiana,,22115,11,0,0,0,22115,Vernon Louisiana,52334,119
Victoria,Texas,,48469,59,0,9,0,48469,Victoria Texas,86793,723
Vigo,Indiana,,18167,32,2,7,0,18167,Vigo Indiana,107848,541
Vilas,Wisconsin,,55125,4,0,0,0,55125,Vilas Wisconsin,21430,25
Virginia Beach,Virginia,,51810,207,1,7,0,51810,Virginia Beach Virginia,437994,542
Volusia,Florida,,12127,163,3,1,0,12127,Volusia Florida,494593,2042
Wabash,Illinois,,17185,1,0,0,0,17185,Wabash Illinois,11947,25
Wabash,Indiana,,18169,5,0,0,0,18169,Wabash Indiana,32888,25
Wabasha,Minnesota,,27157,6,0,0,0,27157,Wabasha Minnesota,21676,25
Wabaunsee,Kansas,,20197,1,0,0,0,20197,Wabaunsee Kansas,7053,0
